sample_id,Brand_Name,Product_Description,Pack_Size,Pack_Quantity,Unit_Type,Total_Quantity,Unit_Price_Per_Unit_Calculated,Unit_Price_Per_Pack_Calculated,Num_Bullet_Points,price,is_premium,is_health_eco,is_electronic,is_apparel,is_consumable,is_latest_model,is_home_kitchen,is_baby_pet,is_sports_auto
222970,Food,"to Live Organic Ground Yellow Mustard Seeds, 1 Pound – All-Natural, Vegan Spice for Flavorful Cooking and Seasoning, Non-GMO, Kosher, Bulk",1,16.0,Ounce,16.0,0.820625,13.13,5,13.13,1,1,0,0,1,0,1,0,0
133101,Raw,Brazil Nuts Premium quality (1 LB),1,16.0,Ounce,16.0,1.499375,23.99,0,23.99,1,0,0,0,0,0,0,0,0
97578,Aura,Cacia Aromatherapy Mist Ginger Mint - 4 fl oz - Aura Cacia,1,1.0,Count,1.0,5.69,5.69,0,5.69,0,0,0,0,0,0,0,0,0
56363,Waka,"Instant Green Tea Mix, Original - 100% Tea Leaves, No Additives, Unsweetened Tea Powder for 50 Quarts or 200 Cups – Easy and Quick Hot or Iced Teas (4.5oz)",1,4.5,Ounce,4.5,3.9977777777777774,17.99,5,17.99,1,0,0,0,1,1,1,0,0
188870,Beech-Nut,"-Nut Melties Baby & Toddler Snack Melts, Strawberry Apple Yogurt, 1 oz (7 Pack)",1,7.0,Ounce,7.0,2.222857142857143,15.56,5,15.56,0,1,0,0,1,1,0,0,0
146404,Japanese,"Plum White Tea (50 tea bags, ZIN: 534280)",1,50.0,Count,50.0,0.9054000000000001,45.27,5,45.27,0,1,0,1,1,0,0,0,0
73576,Streit's,"'s Hearty Barley Mushroom Soup Mix, No MSG Added, Cooks in 45 Minutes",12,6.0,Ounce,72.0,0.4704861111111111,2.8229166666666665,0,33.875,0,0,0,0,1,0,0,0,0
83643,Pioneer,Brand French Dip Au Jus Gravy Mix - 1 Packet (1 oz),1,1.0,Ounce,1.0,1.08,1.08,0,1.08,0,0,0,0,1,0,0,0,0
109719,Simply,"Organic Allspice, Organic, 2.57 Ounce",1,2.57,Ounce,2.57,4.517509727626459,11.61,5,11.61,0,1,0,0,1,0,1,0,0
77430,Back,"to Nature Chocolate Chunk Cookies - Individual Lunchbox Grab & Go Snack Bags - Dairy Free, Non-GMO, Made with Wheat Flour - 1.25 Ounce Pouches (6 Count)",1,7.5,Ounce,7.5,0.7986666666666667,5.99,5,5.99,1,1,0,1,1,0,0,0,1
290500,Nabisco,Nilla Wafers - 2/15 oz.,1,30.0,Ounce,30.0,0.36633333333333334,10.99,2,10.99,0,0,0,0,0,0,0,0,0
84740,Eden,"Foods, Organic, Spicy Pumpkin Dry Roasted Seeds, 4 oz (113 g)",1,3.96,Ounce,3.96,3.4444444444444446,13.64,2,13.64,0,1,0,0,0,0,0,0,0
96477,TheraBreath,"Mouth Wetting Dry Mouth Lozenges, Mandarin Mint, 24 Count",1,24.0,Count,24.0,0.35145833333333326,8.434999999999999,5,8.434999999999999,0,1,0,0,1,0,0,0,0
15501,Hottips!,"! Usb-If Certified 4 Foot Type-C To Usb Type-A Charge & Sync Cable, 1Count",1,1.0,Count,1.0,18.09,18.09,5,18.09,0,1,1,0,0,0,0,0,0
8480,【PACK,"【PACK OF 6】 Heineken 0.0% Non Alcohol Beer - Great Taste, Zero Alcohol - 11.2 Fl Oz",1,67.2,Fl Oz,67.2,0.16063988095238094,10.795,0,10.795,0,0,0,0,0,0,0,0,0
41827,Edensoy,"Unsweetened Eden Organic Soymilk, Non-GMO, USA Whole Soy (Soya) Milk, Non-Dairy, Vegan, Plain, Shelf Stable, 32 oz (6-Pack)",1,192.0,Fl Oz,192.0,0.06158854166666666,11.825,5,11.825,0,1,0,0,1,0,0,0,0
199635,bubly,"Sparkling Water, Mango, Zero Sugar & Zero Calories, Seltzer Water",8,12.0,Fl Oz,96.0,0.043645833333333335,0.52375,5,4.19,0,1,0,0,1,0,0,0,0
97245,Davids,"Double Chocolate Chip Cookie Dough,1.5 Ounce - 213 per pack -- 1 each.",1,1.0,Count,1.0,143.38,143.38,0,143.38,0,0,0,0,1,0,0,0,0
34201,Goya,Tomato Sauce - Low Sodium 8 oz 8 pack,1,8.0,Count,8.0,0.10875,0.87,0,0.87,0,0,0,0,1,0,0,0,0
289424,Torani,"Syrup, Cherry, 25.4-Ounce Bottles (Pack of 3)",3,25.400000000000002,Fl Oz,76.2,0.3075459317585302,7.8116666666666665,5,23.435,0,1,0,0,1,0,0,0,0
17322,Samyang,Bulldark Spicy Chicken Roasted Mayonnaise,1,8.81,Ounce,8.81,0.851305334846765,7.5,2,7.5,0,0,0,0,1,0,0,0,0
277590,Kerrygold,", Kerrigold Pure Irish Butter, 8 Oz",1,8.0,Ounce,8.0,0.59625,4.77,3,4.77,1,1,0,0,0,0,0,0,0
228240,WESTERNMBY,"Monster Original Energy Zero Sugar Cans, 16 fl oz, 6 Cans",1,6.0,Count,6.0,0.43166666666666664,2.59,4,2.59,0,0,0,0,1,0,0,0,0
239921,Reed’s,’s Individually Wrapped Root Beer Candy | Traditional Root Beer Hard Candy | Creamy Root Beer Flavored Old-Fashioned Reed’s Candy Brought To You By Iconic Candy | 6.25oz Peg Bag (3),1,3.0,Count,3.0,2.795,8.385,5,8.385,1,1,0,1,0,0,1,0,0
115601,Heavenly,"Tea Leaves Organic Sleep, Loose Leaf Herbal Tea, 0.88 Oz. (Approx. 10-15 Servings) Naturally Caffeine Free, Bedtime, Relaxing, Calming Herbs",1,1.0,Count,1.0,7.99,7.99,6,7.99,1,1,0,1,1,0,0,0,0
141678,Marshalls,Creek Spices (st19) LOOSE LEAF TEA Economy Tea Storage Tin,1,1.0,Count,1.0,12.99,12.99,4,12.99,0,1,0,0,1,0,1,0,0
53575,Eisenberg,"Gourmet Beef Franks, 5 Pound - 2 per case.",1,160.0,Ounce,160.0,0.8828125,141.25,0,141.25,1,0,0,0,0,0,0,0,0
31006,Vigo,"Low Sodium Yellow Rice, 8-Ounce (Pack of 12)",12,8.0,Ounce,96.0,0.23734375,1.89875,5,22.785,0,0,0,0,1,0,0,0,0
266827,Crystal,"Light Lemon Iced Tea Drink Mix, 12-Quart Canister (Pack of 9)",9,1.0,Count,9.0,1.1111111111111112,1.1111111111111112,4,10.0,0,0,0,0,1,0,0,0,0
168622,Dole,"Fruit Bowls Pineapple in Lime Flavored Gel, Gluten Free Healthy Snack, 4.3 Oz, 4 Cups",1,17.2,Ounce,17.2,1.4264534883720932,24.535,5,24.535,0,1,0,0,1,0,0,0,0
244239,Mission,"Carb Balance Burrito 10"" Flour Tortilla 2 Pack | 6 ct., 15 oz. | (12 Tortillas) | Low Carb, Keto Friendly | High Fiber, No Sugar",1,30.0,Ounce,30.0,0.6733333333333333,20.2,4,20.2,0,1,0,0,1,0,0,0,0
293322,Rokeach,"Tumbler Tin, 1-count (Pack of 48)",48,1.0,Count,48.0,0.2604166666666667,0.2604166666666667,0,12.5,0,0,0,0,0,0,0,0,0
232399,Carrington,"Farms Organic Garlic & Parmesan Crounons, Gluten Free, Non GMO, 4.75 Ounces (Pack Of 6)",1,28.5,Ounce,28.5,1.7350877192982457,49.45,0,49.45,0,1,0,0,0,0,0,0,0
27872,Spice,"Hunter, Chinese 5 Spice, 1.6 Ounce Jar",1,6.0,Ounce,6.0,1.7983333333333331,10.79,4,10.79,0,0,0,0,1,0,0,0,0
216732,Love,"Child Organics Superblends Apples, Bananas + Blueberries Puree, 4 oz",1,4.0,Ounce,4.0,0.4975,1.99,6,1.99,0,1,0,0,1,0,0,0,0
226047,Kellogg's,'s BREAKFAST_CEREAL,1,,None,,,16.89,0,16.89,0,0,0,0,0,0,0,0,0
5131,Jalapeno,"Green Tea (50 tea bags, ZIN: 545369) - 2 Pack",1,100.0,Count,100.0,0.3892,38.92,5,38.92,0,1,0,1,1,1,0,0,0
46308,Kraft,"Mayonnaise with Olive Oil,22-Ounce Squeeze Bottles (Pack of 6)",6,1.0,Count,6.0,2.6083333333333334,2.6083333333333334,4,15.65,0,0,0,0,1,0,0,0,0
298488,Jelly,Belly Candy Company 66221 Superfruit Mix 3.1 Oz (Pack of 12),12,3.1,Ounce,37.2,0.26881720430107525,0.8333333333333334,5,10.0,0,1,0,0,1,0,0,0,0
143623,Cilantro,"Chamomile Tea (Loose) (8 oz, ZIN: 532033) - 3 Pack",1,24.0,Ounce,24.0,3.4133333333333336,81.92,5,81.92,0,1,0,1,1,0,0,0,0
262598,Terrasoul,"Superfoods Raw Organic Walnuts, 16 Oz - Chandler Variety | Fresh | Light Color",1,16.0,Ounce,16.0,0.936875,14.99,5,14.99,0,1,0,1,1,0,0,0,0
276106,Bromley,Naturally Decaffeinated Tea 48 ct,1,48.0,Count,48.0,0.10833333333333334,5.2,5,5.2,1,1,0,0,1,0,0,0,0
165581,Bonne,"Maman Plum Mirabelle Preserves, 13 oz",1,13.0,Ounce,13.0,0.9684615384615385,12.59,2,12.59,0,0,0,0,0,0,0,0,0
17471,Carmel,Apple Pop Tootsie,1,17.0,Ounce,17.0,0.29352941176470587,4.99,5,4.99,0,0,0,1,0,1,0,0,0
189816,Kellogg's,"'s Marshmallow Treat Bar, 0.39 Ounce (Pack of 600)",600,1.0,count,600.0,0.165,0.165,5,99.0,0,1,0,1,1,0,0,1,0
193362,San,"Diego Coffee Hazelnut, Medium Roast, Whole Bean Coffee, 16-Ounce Bag Café en grano tostado",1,16.0,Ounce,16.0,1.189375,19.03,5,19.03,0,0,0,1,1,0,1,0,0
220196,Ann,"Clark Lemon Juice Powder, 8 oz.",1,8.0,Ounce,8.0,2.49875,19.99,5,19.99,1,1,0,0,1,0,0,0,0
85573,Watkins,"Imitation Pumpkin Spice Extract, Kosher, 2 oz. Bottle, 1-Pack",1,2.0,Fl Oz,2.0,3.175,6.35,5,6.35,1,1,0,0,1,0,1,1,0
74456,De,"La Calle Tepache - Mixta Variety Pack - Modern Mexican Soda - Craft Fermented Pineapple Sparkling Beverage - Certified Organic, Antioxidant Rich, Non-Alcoholic, Healthy Soda, Low Sugar, Low Calorie, Non-GMO",1,12.0,Fl Oz,12.0,3.9158333333333335,46.99,5,46.99,1,1,0,0,1,1,1,0,1
270235,Kernel,"Season's Popcorn Seasoning, Ranch, 2.7 Ounce",1,2.7,Ounce,2.7,1.3111111111111111,3.54,5,3.54,0,1,0,0,0,0,0,0,0
8106,Nestles,Aero Bubbly Bar Peppermint Chocolate 36g x12- UK Chocolate Candy.,1,12.0,Count,12.0,2.2558333333333334,27.07,3,27.07,0,0,0,0,1,0,0,0,0
218869,Eggylicious,"- PACK of 4 - Vegan Scrambled Egg Replacer 1 lbs 8 oz (680 gm) | Plant-Based Egg Substitute | Protein-Rich Quick & Easy Breakfast | Just Add Water | Gluten-Free, Non-Bioengineered",1,96.0,Ounce,96.0,0.481875,46.26,5,46.26,1,1,0,1,1,1,1,0,0
120410,Perfect,"Bar, Prefect Chocolate Hazelnut Crisp, 2.2 Ounce",1,2.2,Ounce,2.2,1.1363636363636362,2.5,0,2.5,0,0,0,0,1,0,0,0,0
159621,Sqwincher,Qwik Stick .11 Ounce Powder Concentrate Sticks Fruit Punch Lite Electrolyte Drink - Yields 20 Ounces (50 Each Per Package),1,5.29,Ounce,5.29,5.5236294896030245,29.22,5,29.22,0,0,0,0,1,0,0,0,0
6569,Lyons,"ReadyCare Thickened Cranberry Cocktail for Dysphagia & Swallowing Difficulty - Nectar Consistency, Level 2 Mildly Thick - 46 fl oz (6 Pack)",1,276.0,Fl Oz,276.0,0.13039855072463769,35.99,5,35.99,0,1,0,0,1,0,1,0,0
284148,McCormick,"Gourmet Collection Thyme Leaves, 0.62 oz",1,0.62,Ounce,0.62,10.5,6.51,4,6.51,1,0,0,0,0,0,0,0,0
196420,Basil,"(Egyptian) Tea (Loose) (8 oz, ZIN: 518761) - 2 Pack",1,16.0,Ounce,16.0,2.061875,32.99,5,32.99,0,0,0,1,1,0,0,0,0
23159,Fruity,"Snacks, Mixed Berry, Gluten Free, Fat Free, 32 oz (120 Pouches)",1,96.0,Ounce,96.0,0.11479166666666667,11.02,0,11.02,0,0,0,0,0,0,0,0,0
16922,Bartons,Caramel peanut crisp clusters (2) boxes,1,6.0,Ounce,6.0,2.3316666666666666,13.99,3,13.99,0,0,0,0,1,0,0,0,0
271785,Gevalia,Special Reserve Guatemala Single Origin Medium Roast Coarse Ground Coffee (10 oz Bag),1,10.0,Ounce,10.0,0.8,8.0,0,8.0,1,0,0,1,1,0,0,0,0
139269,McCormick,Pure Almond Extract - 2oz (Pack of 16),16,2.0,Fl Oz,32.0,0.15328125,0.3065625,0,4.905,0,1,0,0,0,0,0,0,0
71771,Member's,'s Mark Pumpkin Pie Spice (5.6 Ounce),1,5.0,Ounce,5.0,1.1960000000000002,5.98,0,5.98,0,0,0,0,1,0,0,0,0
187798,Bali’s,"’s Best Coffee Center Filled Candy, Cafe Latte Flavor, 2.2lb Bag - 280 Pieces | Perfect for Boosting Energy Anytime, Ideal for Sharing and Thoughtful Gifting",1,1.0,Count,1.0,26.58,26.58,5,26.58,1,1,0,1,1,0,0,1,0
111775,Cerez,"Pazari Rainbow Peppercorn Blend 12 oz and Himalayan Pink Salt (Coarse Grain) 2 lbs, Whole Black, Pink, Green, White Color Pepper For Grinders Refills",1,44.0,Ounce,44.0,0.8631818181818182,37.98,4,37.98,0,0,0,1,1,0,1,0,0
80360,Toast'em,"'em Pastry Tart, Frosted Strawberry",1,11.0,ounce,11.0,0.7636363636363637,8.4,2,8.4,0,0,0,0,1,0,0,0,0
249519,Bumble,"Bee Snack On The Run Fat-Free Tuna Salad with Crackers Kit - Ready to Eat, Spoon Included - Wild Caught Tuna - Shelf Stable & Convenient Protein Snack, 3.5 Ounce Boxes (Pack of 1)",1,3.5,Ounce,3.5,0.5085714285714286,1.78,6,1.78,1,1,0,1,1,0,0,0,1
121408,Campbell's,"'s Condensed Kids Soup, Double Noodle Soup, 10.5 Ounce Can (Pack of 4)",4,10.5,Ounce,42.0,0.13535714285714287,1.4212500000000001,5,5.6850000000000005,0,0,0,0,0,0,0,0,0
214904,Rose’s,"’s Sweetened Lime Syrup 12oz Bottle | Perfect for Cocktails, Beverages, and Mixers",1,12.0,Fl Oz,12.0,0.9983333333333334,11.98,5,11.98,1,0,0,0,1,1,1,1,0
219430,LeafLea,"120 Cinnamon Tea Bags, Premium Herbal Tea with Ground Cinnamon Sticks, Spiced and Soothing Flavor for Relaxation, Caffeine-Free, Sugar-Free, Non-GMO, Vegan",1,120.0,Count,120.0,0.21708333333333335,26.05,6,26.05,1,1,0,1,1,1,0,0,0
290108,Kauai,"Kookie Macadamia Shortbread, 5-Ounce Boxes (Pack of 6)",6,5.0,Ounce,30.0,0.43333333333333335,2.1666666666666665,3,13.0,0,0,0,0,0,0,0,0,0
210197,Jamie’s,"’s Hive to Table Raw Bee Pollen, 10 oz – 100% Pure Bee Pollen – Harvested from Flowers, Naturally Dried for Freshness – Great for Smoothies, Oatmeal & Recipes",1,10.0,Ounce,10.0,1.9989999999999999,19.99,5,19.99,0,1,0,0,1,0,1,0,0
23095,Munchies,"Cheese Fix Flavored Snack Mix, Party Size!",1,13.0,Ounce,13.0,0.5146153846153847,6.69,3,6.69,0,0,0,1,1,0,0,0,0
162328,Sweet'N,"'N Low Zero-Calorie Sweetener | Contains Saccharin, Sugar Substitute, Keto, Vegan, Gluten-Free | Great for Cooking, Baking, Coffee, Tea, Hot/Cold Beverages | 100 Packets (Pack of 2)",2,3.5,Ounce,7.0,0.8557142857142858,2.995,6,5.99,0,1,0,0,1,0,0,0,0
35157,Mighty,Leaf Marrakesh Mint Tea,1,15.0,Count,15.0,0.8933333333333333,13.4,0,13.4,0,0,0,0,1,0,0,0,0
252813,Grandy,"Oats Organic Granola,10lb Bulk Bag - Classic Granola with Organic Oats, Pumpkin Seeds, Walnuts & Cashews - Low Sugar, Dairy Free, High Protein Granola, Non-GMO & Kosher - 160 OZ",1,160.0,Ounce,160.0,0.5530625,88.49,0,88.49,0,1,0,1,1,0,0,0,0
237936,Schweppes,"Zero Sugar Ginger Ale - Refreshing, Crisp, Delicious - 12, 12oz Cans",1,144.0,Fl Oz,144.0,0.13881944444444444,19.99,5,19.99,0,1,0,0,1,0,0,0,0
122995,SpecialTea,Company Mojito Rooibos Tea - 20 Tea Bags,1,20.0,Count,20.0,0.827,16.54,5,16.54,1,1,0,0,1,0,1,0,0
28644,Cucina,"Antica Garlic Marinara Sauce, 25 oz",1,25.0,Ounce,25.0,0.2952,7.38,0,7.38,0,0,0,0,1,0,0,0,0
22843,Cookies,Original Sweet and Smoky BBQ Sauce,1,18.0,Ounce,18.0,0.17722222222222223,3.19,5,3.19,1,0,0,0,1,0,1,0,0
63598,Special,"Tea Loose Leaf Tea, Cranberry Orange Rooibos",1,8.0,Ounce,8.0,1.58,12.64,6,12.64,1,1,0,0,1,0,1,0,0
123520,Jordan's,"'s Skinny Syrups Butter Toffee, Sugar Free Flavoring Syrup, 25.4 Fl Oz (Pack of 2)",2,25.4,Fl Oz,50.8,0.3833661417322835,9.7375,5,19.475,0,1,0,0,1,0,1,1,0
75211,Maruchan,Chicken Flavor Instant Lunch 2.25Oz,1,2.25,Ounce,2.25,0.2666666666666667,0.6000000000000001,0,0.6000000000000001,0,0,0,0,0,0,0,0,0
99286,Velveeta,"Shells & Cheese Original Shell Pasta & Cheese Sauce, 3 ct Pack, 12 oz Boxes",1,36.0,Ounce,36.0,0.24694444444444447,8.89,10,8.89,0,0,0,0,1,0,0,0,0
268418,ICE,"CHIPS Xylitol Candy Tins (Sour Apple, 6 Pack) - Includes ICE CHIPS BAND as shown",1,5.28,Ounce,5.28,6.571969696969697,34.7,5,34.7,0,1,0,1,1,0,0,1,0
224720,Ja'Cor,"'Cor Chocolate Animal Crackers, Coated Animal Cracker Snack Packs, Assorted Animal Shapes, Individual Package Snacks, 8 oz Bags(Pack of 2)",2,4.0,Ounce,8.0,1.87375,7.495,5,14.99,0,1,0,0,1,0,1,0,0
204485,Rap,Snacks Lil Baby All In Chips,1,6.0,Count,6.0,0.4816666666666667,2.89,0,2.89,0,0,0,0,0,0,0,0,0
79188,Lacas,"Coffee Dark Note Single Serve Cups, Compatible with Keurig K-Cup Brewers 24 Count",1,24.0,Count,24.0,0.9766666666666667,23.44,3,23.44,0,0,1,0,1,0,0,0,0
155766,Zumba,Pica Forritos Chamoy - Chamoy Flavor Soft Caramel Paste for Apples - Chamoy Paste to Cover Apples - Chamoy Mexican Candy - Caramel Apple Wraps - Forritos Chamoy para Manzanas (5 Count),1,12.8,Ounce,12.8,1.09296875,13.99,5,13.99,0,0,0,1,0,0,0,0,0
173105,Spice,Appeal Rosemary Seasoning,1,8.0,ounce,8.0,2.86125,22.89,6,22.89,0,1,0,0,1,0,0,0,0
143317,Reese's,"'s Holiday Peanut Butter Trees 38 Oz. 60 Pieces, (Pack of 1)",1,38.0,Ounce,38.0,0.605,22.99,4,22.99,0,0,0,0,1,0,0,0,0
190890,Roxy,"& Rich Gemstone Collection Cocoa Butter, 56 Grams (Turquoise)",1,2.0,Ounce,2.0,8.245,16.49,5,16.49,0,1,0,0,1,0,0,0,0
35589,Martin's,'s Kettle Cook'd Hand Cooked Potato Chips Bar-B-Q,1,24.0,Ounce,24.0,0.24479166666666666,5.875,3,5.875,1,1,0,0,0,0,0,0,0
160500,Nabisco,Chips Ahoy Chunky Chocolate Cookies 11.75 oz (Pack of 12),12,11.75,Fl Oz,141.0,0.028297872340425533,0.3325,3,3.99,0,0,0,0,1,0,0,0,0
297270,Shan,Special Brain Recipe and Seasoning Mix 1.76 oz (50g) - Spice Powder for Stir Fried Spicy Brain Curry - Suitable for Vegetarians - Airtight Bag in a Box,1,1.0,Count,1.0,8.93,8.93,5,8.93,0,0,0,1,1,0,0,0,0
146907,Birthday,"Cake Decaf Black Tea (25 tea bags, ZIN: 535195) - 2 Pack",1,50.0,Count,50.0,0.9378,46.89,5,46.89,0,1,0,1,1,0,0,0,0
262823,Sugar,2.0 Probiotics,1,16.0,Ounce,16.0,0.601875,9.63,5,9.63,0,1,0,0,1,0,1,0,0
129219,BUNGALOW,"GLOW Hawaiian Waters Wood Candle, 6 OZ",1,1.0,Count,1.0,22.99,22.99,4,22.99,0,0,0,0,0,0,0,0,0
100535,SCRUB,"DADDY Dye Free Sponge Daddy 3 Count, 3 CT",1,3.0,Count,3.0,3.15,9.45,0,9.45,0,0,0,0,0,0,0,0,0
150711,Late,"July Organic Snacks Sea Salt by the Seashore Multigrain Tortilla Chips, 16-Ounce (Pack of 12)",12,16.0,Ounce,192.0,0.043046875000000005,0.6887500000000001,2,8.265,0,1,0,1,1,0,0,0,0
7881,Kraft,"Oven Fry Seasoned Coating Mix for Pork, Extra Crispy, 4.2 oz (Pack of 4)",4,1.0,Count,4.0,5.16,5.16,0,20.64,0,0,0,0,1,0,0,0,0
13445,Zand,"Saffron Threads – 2g Premium Grade A Organic Pure Saffron Spice for Cooking Basmati Rice, and More – in Decorative Airtight Tin with Window Lid",1,0.07,Ounce,0.07,213.57142857142853,14.95,0,14.95,1,1,0,0,1,0,0,0,0
86440,Starbucks,"K-Cup Sumatra Blend Coffee, 16ct",1,16.0,Count,16.0,1.01375,16.22,0,16.22,0,0,0,0,1,0,0,0,0
166091,DeLallo,"Hot Pepperoncini, 25.5 Oz",1,25.5,Ounce,25.5,0.5584313725490196,14.24,3,14.24,0,0,0,0,0,0,0,0,0
33423,TGI,"Friday's Potato Skins Snack Chips, Sour Cream & Onion, 3-Ounce Bags (Pack of 6)",6,3.0,Ounce,18.0,1.1833333333333333,3.5500000000000003,0,21.3,0,0,0,0,1,0,0,0,0
23339,Grand,Sweets and Snacks (GSS) Kara Sevai (Pack of 2) Each Pkt 250 Gms (B-P),2,8.8185,Ounce,17.637,1.4339173328797414,12.645,7,25.29,0,0,0,0,1,0,0,0,0
282858,Dole,"Fruit Bowls Mixed Fruit in Black Cherry Flavored Gel, Back To School, Gluten Free Healthy Snack, 4.3 oz, 24 Total Cups",1,103.2,Ounce,103.2,0.030571705426356587,3.155,5,3.155,0,1,0,0,1,0,0,0,0
159225,Watkins,"Butter Extract with Other Natural Flavors, 11 oz. Bottle, 1 Count (Packaging May Vary)",1,11.0,Fl Oz,11.0,1.6259090909090907,17.884999999999998,5,17.884999999999998,1,1,0,0,0,0,1,1,0
220771,Lavazza,"Super Crema Ground Coffee, Medium Roast, Arabica and Robusta Blend, 32 oz Bag (Pack of 1)",1,32.0,Ounce,32.0,0.8121875,25.99,6,25.99,0,0,0,1,1,0,1,0,0
145355,Purina,"Moist & Meaty Dog Food, Burger (6 Ounce ., 60 ct.), 22.5 Pound",1,360.0,Ounce,360.0,0.08531944444444445,30.715000000000003,3,30.715000000000003,0,0,0,0,1,0,0,1,0
98571,Old,"El Paso, Bold Taco Dinner Kit with Nacho Cheese Tacos, 9.5oz Box (Pack of 3)",3,1.0,Count,3.0,1.16,1.16,5,3.48,0,0,0,0,1,0,0,0,0
14556,Iberia,Pinto Beans,1,12.0,Ounce,12.0,0.17333333333333334,2.08,4,2.08,0,0,0,0,1,0,0,0,0
73624,Red,"Bird Peppermint Popcorn Drizzled with White Chocolate, Sweet and Festive Christmas Popcorn Made with Our Signature Soft Peppermint Candy, Delicious Christmas Candy Snack, (7oz Bag, 2-Pack)",1,14.0,Ounce,14.0,1.2342857142857144,17.28,5,17.28,1,0,0,1,1,0,0,1,0
225602,Pringles,"Potato Crisps, Lunch Snacks, On-the-Go Snack, Las Meras Meras Habaneras, 5.5oz Can (1 Can)",1,5.5,Ounce,5.5,0.6781818181818182,3.73,5,3.73,0,0,1,0,1,0,1,0,1
235023,Hellmann's,"'s Garlic Dip & Spread 12 Piece Garlic Aioli for French Fries, Sandwiches, Burgers & More Made With 100% Certified Vegan Ingredients 11.5 oz",1,138.0,Ounce,138.0,0.03398550724637681,4.69,6,4.69,0,1,0,0,0,0,0,0,0
297428,China,Doll Red Kidney Beans 16 oz pack of 3,1,16.0,Fl Oz,16.0,0.125625,2.01,0,2.01,0,0,0,0,0,0,0,0,0
230523,Jelife,"Gold Edible Glitter Dust - 5 Grams Food Grade Shimmering Disco Glitter Vegan Metallic Food Coloring Sprinkle on Sparkle for Strawberries, Chocolates, Fondant Pops, Drinks Luster & More (gold)",1,0.1764,Ounce,0.1764,39.625850340136054,6.99,5,6.99,1,1,0,0,1,0,0,0,0
297058,Single,"Cup Coffee Pods, Columbian Supremo, 14 Pods/Box",1,14.0,Count,14.0,1.2082142857142857,16.915,0,16.915,0,0,0,0,1,0,0,0,0
125359,Solstice,"Strawberry Kiwi Loose Leaf Black Tea (8-Ounce Bulk Bag), Makes 150+ Cups of Fruit Tea",1,8.0,Ounce,8.0,1.62375,12.99,5,12.99,1,0,0,1,1,0,0,0,0
29886,Seneca,Sour Apple Chips | Made from Fresh Apples | 100% Granny Smith Apples | Yakima Valley Orchards of Washington | Crisped Apple Perfection | Foil-Freshness bag | 2.5 ounce (Pack of 12),12,2.5,ounce,30.0,0.7663333333333333,1.9158333333333333,5,22.99,0,1,0,1,1,0,1,0,0
31510,Spicely,Organic Cumin Seeds Whole 0.50 Ounce ecoBox Certified Gluten Free,1,0.5,ounce,0.5,13.1,6.55,5,6.55,0,1,0,1,0,0,0,0,0
287247,NOW,"Foods BetterStevia Organic Zero-Calorie Liquid Sweetener, Keto Friendly, Suitable for Diabetics, No Erythritol, 8-Ounce",1,8.0,Fl Oz,8.0,2.62375,20.99,5,20.99,0,1,0,0,1,0,1,1,0
204277,CLIF,BAR - Oatmeal Raisin Walnut - Made with Organic Oats - Energy Bars - Non-GMO - Plant Based Protein Bars (10 Pack),1,24.0,Ounce,24.0,0.5683333333333334,13.64,5,13.64,1,1,0,0,1,1,1,0,1
126390,GERBS,"Raw Golden Flax Seeds 2 LBS. Premium Grade | Freshly Harvested flaxseed & Packaged in Resealable Bulk Bag | Non-GMO, Keto & Paleo Cleared |High in omega-3 fatty acids & Fiber| Gluten Peanut Free",1,32.0,Ounce,32.0,0.5621875,17.99,5,17.99,1,1,0,1,1,0,0,0,1
153269,General,"Mills, Chex Mix, Traditional Snack Mix, 15oz Bag (Pack of 2)",2,15.0,Ounce,30.0,0.30666666666666664,4.6,2,9.2,0,0,0,1,1,0,0,0,0
115272,Candy,"Envy - Happy New Year Rock Candy Sugar Sticks - 10 Indiv. Wrapped - Silver, Black, White",1,10.0,Count,10.0,1.799,17.99,5,17.99,0,0,0,1,1,1,0,0,0
270068,Heinz,Apple Cider Vinegar Flavored Distilled Vinegar (64 fl oz Jug),1,64.0,Fl Oz,64.0,0.07960937500000001,5.095000000000001,4,5.095000000000001,0,0,0,0,0,0,0,0,0
270807,Jergens,Original Scent Dry Skin Moisturizer with Cherry Almond Essence,1,3.0,Fl Oz,3.0,2.3000000000000003,6.9,5,6.9,0,1,0,0,1,1,0,1,0
90623,Jerky,Spice Works - 3 Pack (Multi-Flavor),1,21.3,Ounce,21.3,0.5840375586854459,12.44,2,12.44,0,0,0,0,1,0,0,0,0
158618,Wacky,"Mac Macaroni & Cheese , 5.5 oz (pack of 6 )",1,33.0,Ounce,33.0,0.06,1.98,5,1.98,0,1,0,0,0,0,0,0,0
180459,Lundberg,"Family Farms Thin Stackers Red Rice and Quinoa, 5.9 Ounce",1,5.9,Ounce,5.9,1.1915254237288133,7.029999999999999,0,7.029999999999999,0,0,0,0,1,0,0,0,0
202660,Haul,SAMYANG Tom Yum Buldak Chicken Flavor - Thai-Style Spicy and Sour Ramen Soup – 23.8 Oz (pack of 1) (Total 5 pcs),1,23.8,Ounce,23.8,0.5747899159663865,13.68,7,13.68,0,0,0,1,0,0,0,0,0
